page_number,detected_family,confidence,evidence_text,detected_section_code,detected_header_labels,expected_data_rows,observed_data_like_rows,page_width,page_height,rotation,expected_family,expected_range_disagreement,is_low_confidence,notes
1,non_data_or_unknown,0.40,LAMPIRAN A | LEMBAGA HASIL DALAM NEGERI MALAYSIA | JADUAL POTONGAN CUKAI BULANAN | TABLE OF MONTHLY TAX DEDUCTIONS | Jadual PCB yang dikeluarkan adalah bagi memudahkan majikan yang tidak menggunakan perisian,,,0,0,792.0,612.0,0,non_data_or_unknown,False,True,zero_data_like_rows
2,intro_data_ka1_ka10,0.97,B K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10 K KA1 KA2 KA3 KA4 KA5 KA6 KA7 KA8 KA9 KA10,KA1_KA10,B|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10|K|KA1|KA2|KA3|KA4|KA5|KA6|KA7|KA8|KA9|KA10,28,28,792.0,612.0,0,intro_data_ka1_ka10,False,False,intro_text_and_ka1_ka10_header_detected; header_labels_ka1_ka10
579,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
580,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
581,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
582,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
583,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
584,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
585,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
586,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
587,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
588,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
589,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
590,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
591,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
592,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
593,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
594,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
595,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
596,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
597,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
598,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
599,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
600,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
601,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
602,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
603,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
604,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
605,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
606,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
607,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
608,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
609,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
610,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
611,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
612,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
613,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
614,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
615,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
616,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
617,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
618,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
619,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
620,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
621,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
622,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
623,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
624,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
625,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
626,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
627,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
628,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
629,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
630,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
631,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
632,normal_ka11_ka20,0.98,KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20 KA11 KA12 KA13 KA14 KA15 KA16 KA17 KA18 KA19 KA20,KA11_KA20,KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20|KA11|KA12|KA13|KA14|KA15|KA16|KA17|KA18|KA19|KA20,44,44,792.0,612.0,0,normal_ka11_ka20,False,False,ka11_ka20_header_with_normal_data_row_count; header_labels_ka11_ka20
